Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,532706,-,-,-,23.69,-103.14,0,1988,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky GHI,Clearsky DNI,DNI,DHI,GHI,Relative Humidity
2008,1,1,0,30,14.200000000000001,0,0,0,0,0,0,20.87
2008,1,1,1,30,12.200000000000001,0,0,0,0,0,0,22.57
2008,1,1,2,30,10.600000000000001,0,0,0,0,0,0,24.36
2008,1,1,3,30,9.1,0,0,0,0,0,0,26.400000000000002
2008,1,1,4,30,8,0,0,0,0,0,0,27.92
2008,1,1,5,30,7.2,0,0,0,0,0,0,29.3
2008,1,1,6,30,6.800000000000001,0,0,0,0,0,0,30.92
2008,1,1,7,30,6.6000000000000005,0,0,0,0,0,0,31.28
2008,1,1,8,30,6.2,0,0,0,0,0,0,31.55
2008,1,1,9,30,5.5,0,0,0,0,0,0,32.57
2008,1,1,10,30,4.4,0,0,0,0,0,0,35.13
2008,1,1,11,30,3.1,0,0,0,0,0,0,38.59
2008,1,1,12,30,2,0,0,0,0,0,0,43.49
2008,1,1,13,30,3.4000000000000004,0,0,0,0,0,0,43.15
2008,1,1,14,30,7.1000000000000005,37,166,717,54,105,114,40.46
2008,1,1,15,30,11,55,384,892,892,55,384,41.95
2008,1,1,16,30,14.5,67,570,964,964,67,570,42.19
2008,1,1,17,30,17.2,73,701,1000,1000,73,701,38.11
2008,1,1,18,30,19.1,75,769,1020,1020,75,769,33.44
2008,1,1,19,30,20.1,73,761,1017,1017,73,761,30.8
2008,1,1,20,30,20.400000000000002,70,682,994,994,70,682,30.07
2008,1,1,21,30,19.700000000000003,64,541,948,948,64,541,31.78
2008,1,1,22,30,18,54,347,847,847,54,347,36.5
2008,1,1,23,30,15.3,36,129,606,606,36,129,46.230000000000004
2008,1,2,0,30,13,0,0,0,0,0,0,56.82
2008,1,2,1,30,11.3,0,0,0,0,0,0,65.24
2008,1,2,2,30,9.600000000000001,0,0,0,0,0,0,73.3
2008,1,2,3,30,7.9,0,0,0,0,0,0,79.86
2008,1,2,4,30,6.6000000000000005,0,0,0,0,0,0,82.08
2008,1,2,5,30,5.6000000000000005,0,0,0,0,0,0,82.09
2008,1,2,6,30,4.800000000000001,0,0,0,0,0,0,80.8
2008,1,2,7,30,3.9000000000000004,0,0,0,0,0,0,80.01
2008,1,2,8,30,3,0,0,0,0,0,0,80.05
2008,1,2,9,30,2.3000000000000003,0,0,0,0,0,0,79.94
2008,1,2,10,30,1.8,0,0,0,0,0,0,79.71000000000001
2008,1,2,11,30,1.3,0,0,0,0,0,0,80.15
2008,1,2,12,30,0.7000000000000001,0,0,0,0,0,0,81.15
2008,1,2,13,30,1,0,0,0,0,0,0,77.10000000000001
2008,1,2,14,30,2.8000000000000003,37,164,703,93,102,119,66.8
2008,1,2,15,30,5.9,51,385,906,26,206,216,55.52
2008,1,2,16,30,9.1,58,574,991,233,310,431,46.53
2008,1,2,17,30,11.9,62,710,1032,1032,62,710,39.9
2008,1,2,18,30,14,63,778,1050,1050,63,778,34.97
2008,1,2,19,30,15.200000000000001,63,774,1049,1049,63,774,31.470000000000002
2008,1,2,20,30,15.600000000000001,60,697,1030,1030,60,697,29.310000000000002
2008,1,2,21,30,15.100000000000001,56,555,988,988,56,555,29.02
2008,1,2,22,30,13.5,49,360,897,897,49,360,31.5
2008,1,2,23,30,10.3,33,139,677,677,33,139,39.2
2008,1,3,0,30,7.6000000000000005,0,0,0,0,0,0,48.75
2008,1,3,1,30,6.1000000000000005,0,0,0,0,0,0,54.49
2008,1,3,2,30,4.7,0,0,0,0,0,0,60.85
2008,1,3,3,30,3.2,0,0,0,0,0,0,68.11
2008,1,3,4,30,1.8,0,0,0,0,0,0,74.87
2008,1,3,5,30,0.7000000000000001,0,0,0,0,0,0,79.46000000000001
2008,1,3,6,30,-0.1,0,0,0,0,0,0,81.74
2008,1,3,7,30,-0.7000000000000001,0,0,0,0,0,0,82.72
2008,1,3,8,30,-1.2000000000000002,0,0,0,0,0,0,83.5
2008,1,3,9,30,-1.6,0,0,0,0,0,0,84.39
2008,1,3,10,30,-1.9000000000000001,0,0,0,0,0,0,85.26
2008,1,3,11,30,-2.1,0,0,0,0,0,0,85.99
2008,1,3,12,30,-2.2,0,0,0,0,0,0,86.33
2008,1,3,13,30,-0.9,0,0,0,0,0,0,78.49
2008,1,3,14,30,2.4000000000000004,34,165,732,732,34,165,62.480000000000004
2008,1,3,15,30,6.7,46,387,926,926,46,387,48.68
2008,1,3,16,30,11.200000000000001,54,577,1005,1005,54,577,38.46
2008,1,3,17,30,15.100000000000001,57,713,1045,1045,57,713,30.63
2008,1,3,18,30,17.900000000000002,60,783,1060,1060,60,783,25.84
2008,1,3,19,30,19.8,58,779,1061,1061,58,779,20.900000000000002
2008,1,3,20,30,20.400000000000002,56,703,1043,1043,56,703,17.76
2008,1,3,21,30,20,53,560,1000,1000,53,560,16.82
2008,1,3,22,30,17.900000000000002,45,365,915,915,45,365,18.740000000000002
2008,1,3,23,30,13.600000000000001,31,143,705,705,31,143,33.2
2008,1,4,0,30,10.200000000000001,0,0,0,0,0,0,40.7
2008,1,4,1,30,8.8,0,0,0,0,0,0,46.96
2008,1,4,2,30,7.300000000000001,0,0,0,0,0,0,55.34
2008,1,4,3,30,5.800000000000001,0,0,0,0,0,0,63.24
2008,1,4,4,30,4.5,0,0,0,0,0,0,69.83
2008,1,4,5,30,3.5,0,0,0,0,0,0,74.93
2008,1,4,6,30,2.7,0,0,0,0,0,0,79.22
2008,1,4,7,30,2.2,0,0,0,0,0,0,81.98
2008,1,4,8,30,2,0,0,0,0,0,0,82.99
2008,1,4,9,30,1.9000000000000001,0,0,0,0,0,0,83.3
2008,1,4,10,30,1.9000000000000001,0,0,0,0,0,0,82.86
2008,1,4,11,30,2,0,0,0,0,0,0,81.73
2008,1,4,12,30,2.3000000000000003,0,0,0,0,0,0,79.5
2008,1,4,13,30,4.800000000000001,0,0,0,0,0,0,66.19
2008,1,4,14,30,9.600000000000001,35,162,714,714,35,162,48.6
2008,1,4,15,30,14.600000000000001,50,383,909,909,50,383,35.38
2008,1,4,16,30,19,58,574,991,991,58,574,22.92
2008,1,4,17,30,21.400000000000002,63,711,1031,1031,63,711,14.63
2008,1,4,18,30,22.6,64,781,1049,1049,64,781,13.48
2008,1,4,19,30,23.200000000000003,64,778,1049,1049,64,778,13.01
2008,1,4,20,30,23.200000000000003,61,702,1031,1031,61,702,12.870000000000001
2008,1,4,21,30,22.700000000000003,56,560,990,990,56,560,13.1
2008,1,4,22,30,20.700000000000003,48,366,902,902,48,366,14.81
2008,1,4,23,30,16.900000000000002,33,144,688,688,33,144,29.3
2008,1,5,0,30,13.700000000000001,0,0,0,0,0,0,30.68
2008,1,5,1,30,12.100000000000001,0,0,0,0,0,0,32.56
2008,1,5,2,30,11,0,0,0,0,0,0,34.02
2008,1,5,3,30,10,0,0,0,0,0,0,35.82
2008,1,5,4,30,9,0,0,0,0,0,0,37.86
2008,1,5,5,30,8.3,0,0,0,0,0,0,38.77
2008,1,5,6,30,7.5,0,0,0,0,0,0,40.13
2008,1,5,7,30,6.7,0,0,0,0,0,0,41.99
