Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,463822,-,-,-,24.93,-105.82,0,2560,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DNI,Clearsky GHI,Clearsky DHI,DNI,DHI,GHI,Relative Humidity
2004,1,1,0,30,7.4,0,0,0,0,0,0,90.62
2004,1,1,1,30,6.2,0,0,0,0,0,0,100
2004,1,1,2,30,5.5,0,0,0,0,0,0,100
2004,1,1,3,30,5,0,0,0,0,0,0,100
2004,1,1,4,30,4.7,0,0,0,0,0,0,100
2004,1,1,5,30,4.7,0,0,0,0,0,0,100
2004,1,1,6,30,4.7,0,0,0,0,0,0,100
2004,1,1,7,30,4.6000000000000005,0,0,0,0,0,0,100
2004,1,1,8,30,4.5,0,0,0,0,0,0,100
2004,1,1,9,30,4.3,0,0,0,0,0,0,100
2004,1,1,10,30,4.1000000000000005,0,0,0,0,0,0,100
2004,1,1,11,30,3.8000000000000003,0,0,0,0,0,0,100
2004,1,1,12,30,3.5,0,0,0,0,0,0,100
2004,1,1,13,30,3.9000000000000004,0,0,0,0,0,0,100
2004,1,1,14,30,5.300000000000001,569,109,33,0,22,22,100
2004,1,1,15,30,7.6000000000000005,836,322,51,207,167,234,86
2004,1,1,16,30,10.100000000000001,939,513,59,358,222,395,70.23
2004,1,1,17,30,12.100000000000001,989,654,64,229,306,443,58.86
2004,1,1,18,30,13,1005,730,67,29,307,326,54.35
2004,1,1,19,30,13.200000000000001,1003,738,70,209,372,512,53.77
2004,1,1,20,30,12.9,977,672,70,605,205,578,55.77
2004,1,1,21,30,12.200000000000001,941,545,63,374,222,413,59.88
2004,1,1,22,30,11,850,364,55,80,196,225,67.88
2004,1,1,23,30,9.200000000000001,625,152,41,23,76,80,80.09
2004,1,2,0,30,7.4,0,0,0,0,0,0,90.49
2004,1,2,1,30,6.6000000000000005,0,0,0,0,0,0,96.39
2004,1,2,2,30,6,0,0,0,0,0,0,100
2004,1,2,3,30,5.7,0,0,0,0,0,0,100
2004,1,2,4,30,5.2,0,0,0,0,0,0,100
2004,1,2,5,30,4.800000000000001,0,0,0,0,0,0,100
2004,1,2,6,30,4.7,0,0,0,0,0,0,100
2004,1,2,7,30,4.6000000000000005,0,0,0,0,0,0,100
2004,1,2,8,30,4.6000000000000005,0,0,0,0,0,0,100
2004,1,2,9,30,4.6000000000000005,0,0,0,0,0,0,100
2004,1,2,10,30,4.6000000000000005,0,0,0,0,0,0,100
2004,1,2,11,30,4.3,0,0,0,0,0,0,100
2004,1,2,12,30,4.1000000000000005,0,0,0,0,0,0,100
2004,1,2,13,30,4.6000000000000005,0,0,0,0,0,0,99.23
2004,1,2,14,30,6.9,581,108,31,8,67,68,86.28
2004,1,2,15,30,10.4,824,317,50,272,154,243,69.93
2004,1,2,16,30,13.5,921,505,61,351,218,387,55.89
2004,1,2,17,30,15.600000000000001,975,648,66,252,299,450,48.65
2004,1,2,18,30,16.7,992,726,71,142,364,458,45.38
2004,1,2,19,30,17.2,1003,738,68,375,323,573,43.46
2004,1,2,20,30,17.400000000000002,997,679,64,175,306,414,42.07
2004,1,2,21,30,16.8,955,551,60,565,182,473,42.71
2004,1,2,22,30,15,877,372,51,166,196,257,47.95
2004,1,2,23,30,11.9,683,160,37,4,84,85,63.92
2004,1,3,0,30,9.3,0,0,0,0,0,0,77.34
2004,1,3,1,30,8.5,0,0,0,0,0,0,82.97
2004,1,3,2,30,8,0,0,0,0,0,0,86.65
2004,1,3,3,30,7.6000000000000005,0,0,0,0,0,0,89.36
2004,1,3,4,30,7.2,0,0,0,0,0,0,92.03
2004,1,3,5,30,7,0,0,0,0,0,0,93.48
2004,1,3,6,30,6.7,0,0,0,0,0,0,95.43
2004,1,3,7,30,6.5,0,0,0,0,0,0,97.05
2004,1,3,8,30,6.4,0,0,0,0,0,0,98.92
2004,1,3,9,30,6.1000000000000005,0,0,0,0,0,0,100
2004,1,3,10,30,5.7,0,0,0,0,0,0,100
2004,1,3,11,30,5.5,0,0,0,0,0,0,100
2004,1,3,12,30,5.300000000000001,0,0,0,0,0,0,100
2004,1,3,13,30,6.1000000000000005,0,0,0,0,0,0,100
2004,1,3,14,30,8.700000000000001,631,112,29,21,62,64,89.33
2004,1,3,15,30,11.9,879,328,43,494,113,273,71.42
2004,1,3,16,30,14.5,975,521,50,184,239,328,53.83
2004,1,3,17,30,16.3,1019,665,55,815,143,630,43.56
2004,1,3,18,30,17.2,1038,741,55,506,242,577,39.68
2004,1,3,19,30,17.3,1039,751,57,271,367,548,39.61
2004,1,3,20,30,16.7,1018,686,56,74,306,352,42.56
2004,1,3,21,30,15.5,982,559,51,5,153,156,47.65
2004,1,3,22,30,13.5,903,378,46,78,176,204,55.51
2004,1,3,23,30,11.3,719,165,33,2,49,50,65.79
2004,1,4,0,30,9.3,0,0,0,0,0,0,77.57000000000001
2004,1,4,1,30,8,0,0,0,0,0,0,86.25
2004,1,4,2,30,7.300000000000001,0,0,0,0,0,0,91.11
2004,1,4,3,30,6.800000000000001,0,0,0,0,0,0,95.11
2004,1,4,4,30,6.5,0,0,0,0,0,0,97.77
2004,1,4,5,30,6.4,0,0,0,0,0,0,98.69
2004,1,4,6,30,6.1000000000000005,0,0,0,0,0,0,100
2004,1,4,7,30,5.7,0,0,0,0,0,0,100
2004,1,4,8,30,5.300000000000001,0,0,0,0,0,0,100
2004,1,4,9,30,5,0,0,0,0,0,0,100
2004,1,4,10,30,4.7,0,0,0,0,0,0,100
2004,1,4,11,30,4.800000000000001,0,0,0,0,0,0,100
2004,1,4,12,30,5,0,0,0,0,0,0,100
2004,1,4,13,30,5.7,0,0,0,0,0,0,100
2004,1,4,14,30,7.6000000000000005,617,110,29,0,38,39,92.77
2004,1,4,15,30,10.200000000000001,870,324,43,1,100,100,75.64
2004,1,4,16,30,12.5,968,517,49,0,78,78,58.93
2004,1,4,17,30,13.8,1019,662,52,379,309,536,50.76
2004,1,4,18,30,14.5,1043,745,55,74,352,401,46.980000000000004
2004,1,4,19,30,14.700000000000001,1047,755,53,108,392,464,45.34
2004,1,4,20,30,14.200000000000001,1032,693,52,1,213,214,46.49
2004,1,4,21,30,13.4,990,566,53,64,299,332,49.5
2004,1,4,22,30,12.100000000000001,916,384,44,18,188,195,54.13
2004,1,4,23,30,9.5,739,169,32,739,32,169,65.98
2004,1,5,0,30,7,0,0,0,0,0,0,82.13
2004,1,5,1,30,5.9,0,0,0,0,0,0,90.54
2004,1,5,2,30,5.300000000000001,0,0,0,0,0,0,95.12
2004,1,5,3,30,4.9,0,0,0,0,0,0,98.09
2004,1,5,4,30,4.4,0,0,0,0,0,0,100
2004,1,5,5,30,3.7,0,0,0,0,0,0,100
2004,1,5,6,30,3,0,0,0,0,0,0,100
2004,1,5,7,30,2.6,0,0,0,0,0,0,100
2004,1,5,8,30,2.4000000000000004,0,0,0,0,0,0,100
2004,1,5,9,30,2.1,0,0,0,0,0,0,100
2004,1,5,10,30,1.8,0,0,0,0,0,0,100
2004,1,5,11,30,1.4000000000000001,0,0,0,0,0,0,100
2004,1,5,12,30,0.9,0,0,0,0,0,0,100
2004,1,5,13,30,1.6,0,0,0,0,0,0,100
2004,1,5,14,30,4.7,677,113,24,677,24,113,89.46000000000001
2004,1,5,15,30,9.3,911,330,36,911,36,330,64.77
2004,1,5,16,30,13.4,1002,526,42,1002,42,526,39.82
2004,1,5,17,30,16,1045,671,45,1045,45,671,28.42
2004,1,5,18,30,17.5,1064,753,46,1064,46,753,24
2004,1,5,19,30,18.400000000000002,1067,763,47,1067,47,763,21.89
2004,1,5,20,30,18.5,1047,698,46,1047,46,698,21.490000000000002
2004,1,5,21,30,17.900000000000002,1012,570,43,1012,43,570,22.53
2004,1,5,22,30,16.1,939,388,38,939,38,388,25.98
2004,1,5,23,30,12.3,761,172,29,761,29,172,40.24
2004,1,6,0,30,8.8,0,0,0,0,0,0,52.9
2004,1,6,1,30,7.6000000000000005,0,0,0,0,0,0,58.050000000000004
2004,1,6,2,30,7,0,0,0,0,0,0,61.24
2004,1,6,3,30,6.5,0,0,0,0,0,0,63.45
2004,1,6,4,30,5.5,0,0,0,0,0,0,67.81
2004,1,6,5,30,4.2,0,0,0,0,0,0,73.2
2004,1,6,6,30,3.2,0,0,0,0,0,0,77.78
2004,1,6,7,30,2.4000000000000004,0,0,0,0,0,0,82.10000000000001
2004,1,6,8,30,1.7000000000000002,0,0,0,0,0,0,87.22
2004,1,6,9,30,1.3,0,0,0,0,0,0,91.4
2004,1,6,10,30,1,0,0,0,0,0,0,95.17
2004,1,6,11,30,0.9,0,0,0,0,0,0,96.76
2004,1,6,12,30,0.8,0,0,0,0,0,0,97.42
2004,1,6,13,30,2,0,0,0,0,0,0,89.5
2004,1,6,14,30,5,586,108,31,1,31,31,73.82000000000001
2004,1,6,15,30,9,842,322,51,27,179,188,57.160000000000004
2004,1,6,16,30,12.5,946,517,60,197,242,337,47.64
2004,1,6,17,30,14.8,996,662,65,235,294,435,42.19
2004,1,6,18,30,16.1,1022,745,66,222,370,518,38.95
2004,1,6,19,30,16.6,1018,753,67,488,269,597,37.83
2004,1,6,20,30,16.5,1001,692,67,394,278,524,38.51
2004,1,6,21,30,15.700000000000001,960,563,61,511,196,464,41.29
2004,1,6,22,30,14.100000000000001,870,382,55,394,156,303,47.11
2004,1,6,23,30,11.4,672,169,40,31,106,112,60.63
2004,1,7,0,30,9.1,0,0,0,0,0,0,73.10000000000001
2004,1,7,1,30,8.3,0,0,0,0,0,0,76.32000000000001
2004,1,7,2,30,7.800000000000001,0,0,0,0,0,0,78.18
2004,1,7,3,30,7.300000000000001,0,0,0,0,0,0,80.37
2004,1,7,4,30,6.9,0,0,0,0,0,0,82.26
2004,1,7,5,30,6.7,0,0,0,0,0,0,83.46000000000001
2004,1,7,6,30,6.5,0,0,0,0,0,0,84.82000000000001
2004,1,7,7,30,6.300000000000001,0,0,0,0,0,0,86.07000000000001
2004,1,7,8,30,6,0,0,0,0,0,0,87.86
2004,1,7,9,30,5.800000000000001,0,0,0,0,0,0,88.82000000000001
2004,1,7,10,30,5.6000000000000005,0,0,0,0,0,0,89.71000000000001
2004,1,7,11,30,5.300000000000001,0,0,0,0,0,0,91.21000000000001
2004,1,7,12,30,5,0,0,0,0,0,0,92.99
2004,1,7,13,30,5,0,0,0,0,0,0,92.87
