Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,463892,-,-,-,22.13,-105.82,0,0,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DNI,Clearsky GHI,Clearsky DHI,DNI,DHI,GHI,Relative Humidity
2004,1,1,0,30,23.6,0,0,0,0,0,0,84.15
2004,1,1,1,30,23.400000000000002,0,0,0,0,0,0,86.08
2004,1,1,2,30,23.200000000000003,0,0,0,0,0,0,87.48
2004,1,1,3,30,23.1,0,0,0,0,0,0,87.99
2004,1,1,4,30,23,0,0,0,0,0,0,87.97
2004,1,1,5,30,23,0,0,0,0,0,0,87.13
2004,1,1,6,30,22.900000000000002,0,0,0,0,0,0,86.75
2004,1,1,7,30,22.900000000000002,0,0,0,0,0,0,85.95
2004,1,1,8,30,22.900000000000002,0,0,0,0,0,0,85.31
2004,1,1,9,30,22.8,0,0,0,0,0,0,85.60000000000001
2004,1,1,10,30,22.8,0,0,0,0,0,0,85.51
2004,1,1,11,30,22.900000000000002,0,0,0,0,0,0,84.56
2004,1,1,12,30,22.900000000000002,0,0,0,0,0,0,83.86
2004,1,1,13,30,23.1,0,0,0,0,0,0,82.01
2004,1,1,14,30,23.5,372,109,50,0,9,9,80.01
2004,1,1,15,30,24.200000000000003,640,307,81,1,106,106,76.57000000000001
2004,1,1,16,30,25,766,489,95,18,224,233,72.25
2004,1,1,17,30,25.700000000000003,830,626,103,195,276,399,68.64
2004,1,1,18,30,26.200000000000003,876,707,98,286,309,507,65.73
2004,1,1,19,30,26.400000000000002,882,715,97,42,281,311,64.38
2004,1,1,20,30,26.400000000000002,865,655,93,46,249,279,63.67
2004,1,1,21,30,26.3,788,526,96,134,294,367,63.15
2004,1,1,22,30,25.900000000000002,683,352,84,0,32,32,64.8
2004,1,1,23,30,25.3,474,154,57,1,47,47,68.60000000000001
2004,1,2,0,30,24.8,0,0,0,0,0,0,71.22
2004,1,2,1,30,24.6,0,0,0,0,0,0,72.27
2004,1,2,2,30,24.400000000000002,0,0,0,0,0,0,73.01
2004,1,2,3,30,24.200000000000003,0,0,0,0,0,0,74.72
2004,1,2,4,30,24,0,0,0,0,0,0,76.94
2004,1,2,5,30,23.700000000000003,0,0,0,0,0,0,79.16
2004,1,2,6,30,23.5,0,0,0,0,0,0,80.77
2004,1,2,7,30,23.3,0,0,0,0,0,0,81.94
2004,1,2,8,30,23.1,0,0,0,0,0,0,82.55
2004,1,2,9,30,22.700000000000003,0,0,0,0,0,0,83.52
2004,1,2,10,30,22.400000000000002,0,0,0,0,0,0,83.84
2004,1,2,11,30,22.200000000000003,0,0,0,0,0,0,83.8
2004,1,2,12,30,22.1,0,0,0,0,0,0,83.54
2004,1,2,13,30,22.200000000000003,0,0,0,0,0,0,82.5
