Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,463899,-,-,-,21.85,-105.82,0,0,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DNI,Clearsky GHI,Clearsky DHI,DNI,DHI,GHI,Relative Humidity
2004,1,1,0,30,23.900000000000002,0,0,0,0,0,0,84.33
2004,1,1,1,30,23.700000000000003,0,0,0,0,0,0,86.47
2004,1,1,2,30,23.6,0,0,0,0,0,0,87.52
2004,1,1,3,30,23.5,0,0,0,0,0,0,88.18
2004,1,1,4,30,23.400000000000002,0,0,0,0,0,0,88.46000000000001
2004,1,1,5,30,23.3,0,0,0,0,0,0,88.44
2004,1,1,6,30,23.3,0,0,0,0,0,0,87.7
2004,1,1,7,30,23.3,0,0,0,0,0,0,86.97
2004,1,1,8,30,23.3,0,0,0,0,0,0,86.19
2004,1,1,9,30,23.3,0,0,0,0,0,0,85.79
2004,1,1,10,30,23.3,0,0,0,0,0,0,85.69
2004,1,1,11,30,23.400000000000002,0,0,0,0,0,0,84.88
2004,1,1,12,30,23.400000000000002,0,0,0,0,0,0,84.34
2004,1,1,13,30,23.5,0,0,0,0,0,0,83.38
2004,1,1,14,30,23.900000000000002,379,111,50,5,59,60,81.26
2004,1,1,15,30,24.5,648,310,80,11,113,117,78.02
2004,1,1,16,30,25.1,772,493,94,56,214,243,74.69
2004,1,1,17,30,25.8,832,630,103,123,272,350,71.02
2004,1,1,18,30,26.1,884,712,95,380,260,525,69.01
2004,1,1,19,30,26.3,889,720,94,22,251,266,67.81
2004,1,1,20,30,26.400000000000002,867,659,92,0,159,159,66.89
2004,1,1,21,30,26.3,791,529,96,14,228,235,66.44
2004,1,1,22,30,26,686,355,84,12,113,118,67.45
2004,1,1,23,30,25.5,482,156,57,1,35,35,70.49
2004,1,2,0,30,25.1,0,0,0,0,0,0,73.04
2004,1,2,1,30,24.900000000000002,0,0,0,0,0,0,74.22
2004,1,2,2,30,24.700000000000003,0,0,0,0,0,0,75.43
2004,1,2,3,30,24.6,0,0,0,0,0,0,76.97
2004,1,2,4,30,24.400000000000002,0,0,0,0,0,0,79.13
2004,1,2,5,30,24.3,0,0,0,0,0,0,80.51
2004,1,2,6,30,24.200000000000003,0,0,0,0,0,0,81.73
2004,1,2,7,30,24,0,0,0,0,0,0,82.95
2004,1,2,8,30,23.8,0,0,0,0,0,0,83.8
2004,1,2,9,30,23.5,0,0,0,0,0,0,84.83
2004,1,2,10,30,23.200000000000003,0,0,0,0,0,0,85.54
2004,1,2,11,30,23,0,0,0,0,0,0,85.66
2004,1,2,12,30,22.900000000000002,0,0,0,0,0,0,85.38
2004,1,2,13,30,23,0,0,0,0,0,0,84.36
2004,1,2,14,30,23.400000000000002,421,114,47,129,79,100,82.25
2004,1,2,15,30,24,676,316,76,169,177,237,78.62
2004,1,2,16,30,25.1,791,500,91,538,164,442,71.05
2004,1,2,17,30,25.8,854,640,99,316,312,513,67.29
2004,1,2,18,30,26,864,714,110,395,325,601,66.73
2004,1,2,19,30,25.900000000000002,874,724,107,363,274,530,67.55
2004,1,2,20,30,25.8,860,665,101,458,229,529,68.19
2004,1,2,21,30,25.6,829,544,88,360,233,432,68.98
2004,1,2,22,30,25.3,740,368,74,117,216,263,70.42
2004,1,2,23,30,24.8,543,165,52,31,95,102,74.47
