Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,533741,-,-,-,24.33,-103.1,0,2351,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky GHI,Clearsky DNI,DNI,DHI,GHI,Relative Humidity
2008,1,1,0,30,9.3,0,0,0,0,0,0,18.51
2008,1,1,1,30,7.4,0,0,0,0,0,0,21.98
2008,1,1,2,30,6,0,0,0,0,0,0,26.1
2008,1,1,3,30,5.2,0,0,0,0,0,0,29.27
2008,1,1,4,30,4.800000000000001,0,0,0,0,0,0,31.220000000000002
2008,1,1,5,30,4.6000000000000005,0,0,0,0,0,0,32.44
2008,1,1,6,30,4.5,0,0,0,0,0,0,33.11
2008,1,1,7,30,4,0,0,0,0,0,0,34.29
2008,1,1,8,30,3.1,0,0,0,0,0,0,36.36
2008,1,1,9,30,1.9000000000000001,0,0,0,0,0,0,39.79
2008,1,1,10,30,0.6000000000000001,0,0,0,0,0,0,44.480000000000004
2008,1,1,11,30,-0.7000000000000001,0,0,0,0,0,0,50.75
2008,1,1,12,30,-1.8,0,0,0,0,0,0,57.69
2008,1,1,13,30,-1.2000000000000002,0,0,0,0,0,0,58.04
2008,1,1,14,30,1.4000000000000001,38,159,693,693,38,159,50.58
2008,1,1,15,30,4.9,57,378,887,887,57,378,45.980000000000004
2008,1,1,16,30,8.700000000000001,68,567,972,972,68,567,45.77
2008,1,1,17,30,12,75,698,1005,1005,75,698,42.64
2008,1,1,18,30,14.5,78,762,1017,1017,78,762,38.42
2008,1,1,19,30,16.2,77,757,1017,1017,77,757,34.67
2008,1,1,20,30,16.8,74,680,996,996,74,680,32.69
2008,1,1,21,30,16.400000000000002,67,535,946,946,67,535,32.68
2008,1,1,22,30,14.600000000000001,56,342,845,845,56,342,35.69
2008,1,1,23,30,11,37,125,598,598,37,125,43.22
2008,1,2,0,30,7.4,0,0,0,0,0,0,49.550000000000004
2008,1,2,1,30,4.9,0,0,0,0,0,0,50.92
2008,1,2,2,30,3.2,0,0,0,0,0,0,51.58
2008,1,2,3,30,1.8,0,0,0,0,0,0,53.96
2008,1,2,4,30,1,0,0,0,0,0,0,55.84
2008,1,2,5,30,1,0,0,0,0,0,0,57.68
2008,1,2,6,30,1.2000000000000002,0,0,0,0,0,0,63.42
2008,1,2,7,30,1.2000000000000002,0,0,0,0,0,0,70.01
2008,1,2,8,30,0.7000000000000001,0,0,0,0,0,0,77.78
2008,1,2,9,30,0,0,0,0,0,0,0,83.60000000000001
2008,1,2,10,30,-0.7000000000000001,0,0,0,0,0,0,86.8
2008,1,2,11,30,-1.3,0,0,0,0,0,0,88.58
2008,1,2,12,30,-1.8,0,0,0,0,0,0,89.36
2008,1,2,13,30,-1.3,0,0,0,0,0,0,83.87
2008,1,2,14,30,0.5,36,160,711,0,28,28,72.43
2008,1,2,15,30,3.3000000000000003,51,381,912,0,69,69,60.79
2008,1,2,16,30,6.4,58,570,998,0,170,170,50.9
2008,1,2,17,30,9.3,61,706,1039,1,242,243,42.79
2008,1,2,18,30,11.5,61,774,1059,620,296,714,36.7
2008,1,2,19,30,12.9,60,774,1066,1066,60,774,32.230000000000004
2008,1,2,20,30,13.5,58,698,1048,1048,58,698,29.330000000000002
2008,1,2,21,30,13.3,55,554,1003,1003,55,554,28.19
2008,1,2,22,30,11.9,48,358,912,912,48,358,29.92
2008,1,2,23,30,8.700000000000001,32,136,691,691,32,136,36.84
2008,1,3,0,30,5.9,0,0,0,0,0,0,45.26
2008,1,3,1,30,4.800000000000001,0,0,0,0,0,0,49.46
2008,1,3,2,30,3.5,0,0,0,0,0,0,56.15
2008,1,3,3,30,2.1,0,0,0,0,0,0,65.17
2008,1,3,4,30,0.6000000000000001,0,0,0,0,0,0,75.5
2008,1,3,5,30,-0.7000000000000001,0,0,0,0,0,0,83.84
2008,1,3,6,30,-1.8,0,0,0,0,0,0,89.94
2008,1,3,7,30,-2.6,0,0,0,0,0,0,93.29
2008,1,3,8,30,-3.3000000000000003,0,0,0,0,0,0,95.5
2008,1,3,9,30,-3.9000000000000004,0,0,0,0,0,0,97.26
2008,1,3,10,30,-4.3,0,0,0,0,0,0,98.31
2008,1,3,11,30,-4.6000000000000005,0,0,0,0,0,0,99.5
2008,1,3,12,30,-4.800000000000001,0,0,0,0,0,0,100
2008,1,3,13,30,-3.7,0,0,0,0,0,0,92.11
2008,1,3,14,30,-0.6000000000000001,34,164,750,251,87,131,73.60000000000001
2008,1,3,15,30,3.8000000000000003,47,388,944,944,47,388,55.28
2008,1,3,16,30,8.200000000000001,53,580,1025,1025,53,580,42.63
2008,1,3,17,30,11.9,57,711,1054,1054,57,711,33.77
2008,1,3,18,30,14.9,62,781,1066,1066,62,781,27.46
2008,1,3,19,30,16.8,61,777,1067,1067,61,777,22.23
2008,1,3,20,30,17.6,58,700,1049,1049,58,700,18.31
2008,1,3,21,30,17.400000000000002,55,557,1006,1006,55,557,16.91
2008,1,3,22,30,15.4,47,361,918,918,47,361,18.61
2008,1,3,23,30,11.100000000000001,32,138,701,701,32,138,27.85
2008,1,4,0,30,7.7,0,0,0,0,0,0,35.79
2008,1,4,1,30,6.5,0,0,0,0,0,0,42.06
2008,1,4,2,30,5.2,0,0,0,0,0,0,51.69
2008,1,4,3,30,4.1000000000000005,0,0,0,0,0,0,61.76
2008,1,4,4,30,3,0,0,0,0,0,0,70.82000000000001
2008,1,4,5,30,2,0,0,0,0,0,0,78.09
2008,1,4,6,30,1.2000000000000002,0,0,0,0,0,0,83.24
2008,1,4,7,30,0.6000000000000001,0,0,0,0,0,0,87.02
2008,1,4,8,30,0.30000000000000004,0,0,0,0,0,0,88.97
2008,1,4,9,30,0.1,0,0,0,0,0,0,90.09
2008,1,4,10,30,0,0,0,0,0,0,0,90.64
2008,1,4,11,30,0,0,0,0,0,0,0,90.42
2008,1,4,12,30,0.1,0,0,0,0,0,0,89.25
2008,1,4,13,30,2.2,0,0,0,0,0,0,75.68
2008,1,4,14,30,6.300000000000001,36,158,705,136,95,119,56.04
2008,1,4,15,30,11.4,51,379,909,909,51,379,39.15
2008,1,4,16,30,16.1,59,570,994,994,59,570,23.6
2008,1,4,17,30,18.900000000000002,63,707,1036,1036,63,707,15.01
2008,1,4,18,30,20.3,64,776,1054,1054,64,776,13.6
2008,1,4,19,30,20.900000000000002,63,773,1055,1055,63,773,13.15
2008,1,4,20,30,20.900000000000002,61,697,1037,1037,61,697,13.06
2008,1,4,21,30,20.3,57,555,993,993,57,555,13.46
2008,1,4,22,30,18.2,49,361,904,904,49,361,15.39
2008,1,4,23,30,13.9,33,139,683,1,68,69,24.11
2008,1,5,0,30,10.3,0,0,0,0,0,0,30.02
2008,1,5,1,30,8.700000000000001,0,0,0,0,0,0,34.53
2008,1,5,2,30,7.4,0,0,0,0,0,0,39.730000000000004
2008,1,5,3,30,6.7,0,0,0,0,0,0,43.61
2008,1,5,4,30,6.4,0,0,0,0,0,0,45.51
2008,1,5,5,30,6.2,0,0,0,0,0,0,46.11
2008,1,5,6,30,5.4,0,0,0,0,0,0,47.88
2008,1,5,7,30,4.6000000000000005,0,0,0,0,0,0,49.02
2008,1,5,8,30,4.1000000000000005,0,0,0,0,0,0,48.800000000000004
2008,1,5,9,30,3.8000000000000003,0,0,0,0,0,0,48.27
2008,1,5,10,30,3.8000000000000003,0,0,0,0,0,0,47.28
2008,1,5,11,30,3.9000000000000004,0,0,0,0,0,0,46.410000000000004
2008,1,5,12,30,3.9000000000000004,0,0,0,0,0,0,46.29
2008,1,5,13,30,5.2,0,0,0,0,0,0,42.480000000000004
2008,1,5,14,30,8.3,37,155,686,686,37,155,35.75
2008,1,5,15,30,12.4,53,375,892,892,53,375,28.060000000000002
2008,1,5,16,30,16.1,62,566,980,980,62,566,23.080000000000002
2008,1,5,17,30,18.400000000000002,66,707,1031,1031,66,707,19.14
