Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,462923,-,-,-,22.57,-105.86,0,0,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DNI,Clearsky GHI,Clearsky DHI,DNI,DHI,GHI,Relative Humidity
2004,1,1,0,30,23.200000000000003,0,0,0,0,0,0,81.92
2004,1,1,1,30,22.900000000000002,0,0,0,0,0,0,83.75
2004,1,1,2,30,22.700000000000003,0,0,0,0,0,0,84.60000000000001
2004,1,1,3,30,22.5,0,0,0,0,0,0,85.09
2004,1,1,4,30,22.400000000000002,0,0,0,0,0,0,84.61
2004,1,1,5,30,22.400000000000002,0,0,0,0,0,0,83.36
2004,1,1,6,30,22.5,0,0,0,0,0,0,81.82000000000001
2004,1,1,7,30,22.5,0,0,0,0,0,0,81.3
2004,1,1,8,30,22.400000000000002,0,0,0,0,0,0,81.54
2004,1,1,9,30,22.3,0,0,0,0,0,0,82.07000000000001
2004,1,1,10,30,22.200000000000003,0,0,0,0,0,0,82.38
2004,1,1,11,30,22.200000000000003,0,0,0,0,0,0,81.71000000000001
2004,1,1,12,30,22.1,0,0,0,0,0,0,81.14
2004,1,1,13,30,22.200000000000003,0,0,0,0,0,0,79.63
2004,1,1,14,30,22.900000000000002,354,105,50,0,25,25,76.65
2004,1,1,15,30,23.8,624,301,83,1,106,106,73.65
2004,1,1,16,30,24.8,754,482,99,373,190,380,67.97
2004,1,1,17,30,25.6,819,619,107,521,200,526,64.35
2004,1,1,18,30,26,856,696,106,457,236,551,61.53
2004,1,1,19,30,26.200000000000003,863,705,105,280,303,497,59.46
2004,1,1,20,30,26.200000000000003,850,646,98,100,286,351,58.63
2004,1,1,21,30,26.1,774,518,100,49,269,296,58.32
2004,1,1,22,30,25.5,668,346,86,4,139,140,61.45
2004,1,1,23,30,24.6,449,149,59,0,16,16,67.29
2004,1,2,0,30,23.900000000000002,0,0,0,0,0,0,69.48
2004,1,2,1,30,23.6,0,0,0,0,0,0,70.11
2004,1,2,2,30,23.400000000000002,0,0,0,0,0,0,70.06
2004,1,2,3,30,23.1,0,0,0,0,0,0,71.26
2004,1,2,4,30,22.900000000000002,0,0,0,0,0,0,72.77
2004,1,2,5,30,22.6,0,0,0,0,0,0,74.35000000000001
2004,1,2,6,30,22.3,0,0,0,0,0,0,75.63
2004,1,2,7,30,22.1,0,0,0,0,0,0,76.38
2004,1,2,8,30,21.8,0,0,0,0,0,0,76.76
