Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,463871,-,-,-,22.97,-105.82,0,104,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DNI,Clearsky GHI,Clearsky DHI,DNI,DHI,GHI,Relative Humidity
2004,1,1,0,30,23.200000000000003,0,0,0,0,0,0,74.68
2004,1,1,1,30,22.6,0,0,0,0,0,0,78.09
2004,1,1,2,30,22.3,0,0,0,0,0,0,78.60000000000001
2004,1,1,3,30,22,0,0,0,0,0,0,79.43
2004,1,1,4,30,21.900000000000002,0,0,0,0,0,0,78.9
2004,1,1,5,30,21.8,0,0,0,0,0,0,78.02
2004,1,1,6,30,21.900000000000002,0,0,0,0,0,0,76.67
2004,1,1,7,30,22,0,0,0,0,0,0,75.62
2004,1,1,8,30,21.900000000000002,0,0,0,0,0,0,75.7
2004,1,1,9,30,21.700000000000003,0,0,0,0,0,0,76.27
2004,1,1,10,30,21.5,0,0,0,0,0,0,76.63
2004,1,1,11,30,21.1,0,0,0,0,0,0,77.57000000000001
2004,1,1,12,30,20.8,0,0,0,0,0,0,78.21000000000001
2004,1,1,13,30,20.900000000000002,0,0,0,0,0,0,76.91
2004,1,1,14,30,21.700000000000003,369,104,48,0,20,20,74.38
2004,1,1,15,30,23.200000000000003,638,300,81,40,158,172,69.93
2004,1,1,16,30,24.8,761,482,98,246,227,351,61.160000000000004
2004,1,1,17,30,25.900000000000002,822,618,107,276,323,494,56.17
2004,1,1,18,30,26.400000000000002,853,694,111,536,217,584,51.72
2004,1,1,19,30,26.400000000000002,858,702,110,221,324,477,49.52
2004,1,1,20,30,26.3,844,643,103,78,299,349,49.19
2004,1,1,21,30,25.900000000000002,782,518,99,314,229,397,50.160000000000004
2004,1,1,22,30,25.1,675,344,85,2,84,85,54.300000000000004
2004,1,1,23,30,23.8,445,146,59,54,101,111,62.61
2004,1,2,0,30,22.900000000000002,0,0,0,0,0,0,64.7
2004,1,2,1,30,22.400000000000002,0,0,0,0,0,0,65.18
2004,1,2,2,30,22.1,0,0,0,0,0,0,64.51
2004,1,2,3,30,21.900000000000002,0,0,0,0,0,0,64.1
2004,1,2,4,30,21.6,0,0,0,0,0,0,64.93
2004,1,2,5,30,21.3,0,0,0,0,0,0,65.57000000000001
2004,1,2,6,30,21,0,0,0,0,0,0,66.11
2004,1,2,7,30,20.8,0,0,0,0,0,0,66.57000000000001
2004,1,2,8,30,20.6,0,0,0,0,0,0,66.41
2004,1,2,9,30,20.400000000000002,0,0,0,0,0,0,65.58
2004,1,2,10,30,20.200000000000003,0,0,0,0,0,0,65.36
2004,1,2,11,30,20.1,0,0,0,0,0,0,64.9
2004,1,2,12,30,20.1,0,0,0,0,0,0,64.27
2004,1,2,13,30,20.400000000000002,0,0,0,0,0,0,62.870000000000005
2004,1,2,14,30,21.400000000000002,404,106,46,10,67,68,60.38
2004,1,2,15,30,23,668,306,77,186,174,238,54
2004,1,2,16,30,25.400000000000002,788,490,92,290,241,387,48.06
2004,1,2,17,30,27.700000000000003,849,629,102,627,173,562,42.800000000000004
2004,1,2,18,30,28.6,877,707,106,624,214,642,40.35
2004,1,2,19,30,28.6,889,718,103,889,103,718,40.4
2004,1,2,20,30,28.400000000000002,874,658,98,191,361,483,41.03
2004,1,2,21,30,27.900000000000002,817,532,93,183,271,369,42.77
2004,1,2,22,30,26.8,720,357,79,30,172,183,46.980000000000004
2004,1,2,23,30,25.1,508,155,54,57,94,105,57.660000000000004
2004,1,3,0,30,23.900000000000002,0,0,0,0,0,0,64.68
2004,1,3,1,30,23.400000000000002,0,0,0,0,0,0,65.46000000000001
2004,1,3,2,30,23,0,0,0,0,0,0,66.15
2004,1,3,3,30,22.8,0,0,0,0,0,0,64.82000000000001
2004,1,3,4,30,22.700000000000003,0,0,0,0,0,0,63.81
2004,1,3,5,30,22.5,0,0,0,0,0,0,63.67
2004,1,3,6,30,22.3,0,0,0,0,0,0,63.81
2004,1,3,7,30,22.200000000000003,0,0,0,0,0,0,63.660000000000004
2004,1,3,8,30,22.3,0,0,0,0,0,0,62.67
2004,1,3,9,30,22.3,0,0,0,0,0,0,62.06
2004,1,3,10,30,22.200000000000003,0,0,0,0,0,0,62.26
2004,1,3,11,30,22,0,0,0,0,0,0,62.84
2004,1,3,12,30,21.8,0,0,0,0,0,0,63.370000000000005
2004,1,3,13,30,21.900000000000002,0,0,0,0,0,0,62.75
2004,1,3,14,30,22.700000000000003,416,108,46,24,71,75,62.21
2004,1,3,15,30,24.1,676,308,76,241,153,236,61.050000000000004
2004,1,3,16,30,25.8,794,493,93,794,93,493,54.550000000000004
2004,1,3,17,30,27,851,631,102,298,323,509,48.26
2004,1,3,18,30,27.8,897,713,98,616,212,634,45.92
2004,1,3,19,30,28.5,901,722,98,353,294,539,44.26
2004,1,3,20,30,28.8,884,662,94,884,94,662,43.230000000000004
2004,1,3,21,30,28.5,815,535,95,309,240,406,43.89
2004,1,3,22,30,27.400000000000002,717,359,81,290,185,297,46.58
