Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,463833,-,-,-,24.49,-105.82,0,2348,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DNI,Clearsky GHI,Clearsky DHI,DNI,DHI,GHI,Relative Humidity
2004,1,1,0,30,9.4,0,0,0,0,0,0,89.33
2004,1,1,1,30,8.4,0,0,0,0,0,0,97.73
2004,1,1,2,30,7.800000000000001,0,0,0,0,0,0,100
2004,1,1,3,30,7.4,0,0,0,0,0,0,100
2004,1,1,4,30,7.1000000000000005,0,0,0,0,0,0,100
2004,1,1,5,30,7,0,0,0,0,0,0,100
2004,1,1,6,30,7,0,0,0,0,0,0,100
2004,1,1,7,30,6.9,0,0,0,0,0,0,100
2004,1,1,8,30,6.800000000000001,0,0,0,0,0,0,100
2004,1,1,9,30,6.7,0,0,0,0,0,0,100
2004,1,1,10,30,6.5,0,0,0,0,0,0,100
2004,1,1,11,30,6.1000000000000005,0,0,0,0,0,0,100
2004,1,1,12,30,5.800000000000001,0,0,0,0,0,0,100
2004,1,1,13,30,6.1000000000000005,0,0,0,0,0,0,100
2004,1,1,14,30,7.4,556,111,34,6,49,50,94.67
2004,1,1,15,30,9.4,822,323,52,11,117,121,79.98
2004,1,1,16,30,11.8,927,513,62,45,226,248,65.52
2004,1,1,17,30,13.600000000000001,971,652,68,86,285,337,55.88
2004,1,1,18,30,14.3,986,728,72,195,328,457,52.49
2004,1,1,19,30,14.3,979,734,77,540,243,605,53
2004,1,1,20,30,13.9,952,668,77,108,364,431,55.7
2004,1,1,21,30,13.200000000000001,919,543,67,238,244,367,59.61
2004,1,1,22,30,12.200000000000001,821,362,60,212,192,270,65.25
2004,1,1,23,30,10.700000000000001,592,152,44,18,89,93,75.16
2004,1,2,0,30,9.200000000000001,0,0,0,0,0,0,84.69
2004,1,2,1,30,8.4,0,0,0,0,0,0,90.60000000000001
2004,1,2,2,30,8,0,0,0,0,0,0,92.24
2004,1,2,3,30,7.800000000000001,0,0,0,0,0,0,92.84
