Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,462900,-,-,-,23.49,-105.86,0,1798,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DNI,Clearsky GHI,Clearsky DHI,DNI,DHI,GHI,Relative Humidity
2004,1,1,0,30,14.100000000000001,0,0,0,0,0,0,96.13
2004,1,1,1,30,13.4,0,0,0,0,0,0,100
2004,1,1,2,30,12.9,0,0,0,0,0,0,100
2004,1,1,3,30,12.5,0,0,0,0,0,0,100
2004,1,1,4,30,12.200000000000001,0,0,0,0,0,0,100
2004,1,1,5,30,12,0,0,0,0,0,0,100
2004,1,1,6,30,12,0,0,0,0,0,0,100
2004,1,1,7,30,11.9,0,0,0,0,0,0,100
2004,1,1,8,30,11.9,0,0,0,0,0,0,100
2004,1,1,9,30,11.9,0,0,0,0,0,0,100
2004,1,1,10,30,11.5,0,0,0,0,0,0,100
2004,1,1,11,30,10.9,0,0,0,0,0,0,100
2004,1,1,12,30,10.4,0,0,0,0,0,0,100
2004,1,1,13,30,10.4,0,0,0,0,0,0,100
2004,1,1,14,30,11.5,521,113,38,0,20,20,100
2004,1,1,15,30,13.5,772,321,60,7,102,105,91.62
2004,1,1,16,30,15.5,878,509,71,878,71,509,78.33
2004,1,1,17,30,16.900000000000002,926,648,79,69,330,372,68.13
2004,1,1,18,30,17.400000000000002,947,725,83,488,250,581,62.190000000000005
2004,1,1,19,30,17.3,948,733,84,160,303,412,60.78
2004,1,1,20,30,16.900000000000002,934,672,80,201,291,419,62.07
2004,1,1,21,30,16.5,888,545,74,376,216,415,63.52
2004,1,1,22,30,15.600000000000001,790,365,66,184,182,252,67.83
2004,1,1,23,30,14.200000000000001,572,157,47,0,50,50,77.87
2004,1,2,0,30,13,0,0,0,0,0,0,84.15
2004,1,2,1,30,12.4,0,0,0,0,0,0,86.57000000000001
2004,1,2,2,30,12.100000000000001,0,0,0,0,0,0,86.5
2004,1,2,3,30,11.9,0,0,0,0,0,0,85.94
2004,1,2,4,30,11.700000000000001,0,0,0,0,0,0,85.96000000000001
2004,1,2,5,30,11.600000000000001,0,0,0,0,0,0,85.57000000000001
2004,1,2,6,30,11.4,0,0,0,0,0,0,85.68
2004,1,2,7,30,11.200000000000001,0,0,0,0,0,0,86.11
2004,1,2,8,30,11.100000000000001,0,0,0,0,0,0,85.52
2004,1,2,9,30,10.9,0,0,0,0,0,0,84.93
2004,1,2,10,30,10.8,0,0,0,0,0,0,84.16
2004,1,2,11,30,10.700000000000001,0,0,0,0,0,0,83.33
2004,1,2,12,30,10.8,0,0,0,0,0,0,81.73
2004,1,2,13,30,11.200000000000001,0,0,0,0,0,0,78.97
2004,1,2,14,30,12.5,546,115,36,17,67,69,72.96000000000001
2004,1,2,15,30,14.600000000000001,793,325,57,38,152,165,64.13
2004,1,2,16,30,17.3,896,514,67,253,245,371,55.120000000000005
2004,1,2,17,30,20,949,657,74,195,300,420,47.27
2004,1,2,18,30,21.400000000000002,974,739,78,510,239,585,42.730000000000004
2004,1,2,19,30,21.6,982,749,75,85,367,425,42.09
2004,1,2,20,30,21.200000000000003,972,689,71,972,71,689,43.4
2004,1,2,21,30,20.5,924,560,69,402,223,437,45.76
2004,1,2,22,30,19.1,837,379,60,86,184,217,51.21
2004,1,2,23,30,17,636,167,43,1,62,63,63.14
2004,1,3,0,30,15.3,0,0,0,0,0,0,79.76
2004,1,3,1,30,14.5,0,0,0,0,0,0,83.7
2004,1,3,2,30,13.8,0,0,0,0,0,0,87.11
2004,1,3,3,30,13.600000000000001,0,0,0,0,0,0,85.34
2004,1,3,4,30,13.5,0,0,0,0,0,0,83.9
2004,1,3,5,30,13.4,0,0,0,0,0,0,82.9
2004,1,3,6,30,13.100000000000001,0,0,0,0,0,0,82.8
2004,1,3,7,30,12.9,0,0,0,0,0,0,82.96000000000001
2004,1,3,8,30,12.700000000000001,0,0,0,0,0,0,83.53
2004,1,3,9,30,12.700000000000001,0,0,0,0,0,0,83.16
2004,1,3,10,30,12.600000000000001,0,0,0,0,0,0,83.54
2004,1,3,11,30,12.3,0,0,0,0,0,0,84.95
2004,1,3,12,30,12,0,0,0,0,0,0,86.53
2004,1,3,13,30,12.100000000000001,0,0,0,0,0,0,85.74
2004,1,3,14,30,13.200000000000001,557,116,36,7,58,59,82.25
2004,1,3,15,30,15.5,809,329,56,13,165,170,76.25
2004,1,3,16,30,18.1,913,521,66,719,151,510,61.9
2004,1,3,17,30,19.900000000000002,960,663,73,960,73,663,50.480000000000004
2004,1,3,18,30,20.8,993,745,70,25,278,295,46.86
2004,1,3,19,30,21.3,997,754,70,997,70,754,45.08
2004,1,3,20,30,21.3,982,693,67,542,227,572,45.04
2004,1,3,21,30,20.5,933,564,66,473,198,450,47.58
2004,1,3,22,30,19.1,850,384,58,243,174,267,52.35
