Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,462885,-,-,-,24.09,-105.86,0,1782,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Clearsky DNI,Clearsky GHI,Clearsky DHI,DNI,DHI,GHI,Relative Humidity
2004,1,1,0,30,13.3,0,0,0,0,0,0,81.99
2004,1,1,1,30,12.5,0,0,0,0,0,0,86.37
2004,1,1,2,30,11.8,0,0,0,0,0,0,89.98
2004,1,1,3,30,11.3,0,0,0,0,0,0,93.25
2004,1,1,4,30,11,0,0,0,0,0,0,95.72
2004,1,1,5,30,10.9,0,0,0,0,0,0,96.94
2004,1,1,6,30,11,0,0,0,0,0,0,96.83
2004,1,1,7,30,10.9,0,0,0,0,0,0,97.28
2004,1,1,8,30,10.8,0,0,0,0,0,0,97.31
2004,1,1,9,30,10.8,0,0,0,0,0,0,96.62
2004,1,1,10,30,10.4,0,0,0,0,0,0,98.66
2004,1,1,11,30,9.8,0,0,0,0,0,0,100
2004,1,1,12,30,9.3,0,0,0,0,0,0,100
2004,1,1,13,30,9.5,0,0,0,0,0,0,100
2004,1,1,14,30,10.700000000000001,525,110,36,0,24,24,92.4
2004,1,1,15,30,12.9,785,318,57,0,31,31,78.23
2004,1,1,16,30,15.3,890,507,69,41,223,243,64.97
2004,1,1,17,30,16.900000000000002,937,645,76,416,238,490,55.53
2004,1,1,18,30,17.5,951,719,82,81,363,417,51.51
2004,1,1,19,30,17.3,944,726,87,944,87,726,52.27
2004,1,1,20,30,16.8,925,664,85,663,246,662,54.54
