Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,611273,-,-,-,35.45,-100.18,0,746,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,DNI,DHI,Relative Humidity,Clearsky DNI
2005,1,3,7,30,6,0,0,100,0
2005,1,3,8,30,6.1000000000000005,0,0,100,0
2005,1,3,9,30,6.2,0,0,100,0
2005,1,3,10,30,6.1000000000000005,0,0,100,0
2005,1,3,11,30,5.7,0,0,100,0
2005,1,3,12,30,5,0,0,100,0
2005,1,3,13,30,4.6000000000000005,0,0,100,0
2005,1,3,14,30,5.1000000000000005,382,35,92.96000000000001,382
2005,1,3,15,30,6.7,0,45,85.31,673
2005,1,3,16,30,8.700000000000001,3,156,79.24,809
2005,1,3,17,30,10.3,72,226,73.97,879
2005,1,3,18,30,11.3,17,197,70.8,899
2005,1,3,19,30,11.4,19,200,70.3,899
2005,1,3,20,30,10.8,5,128,72.10000000000001,866
2005,1,3,21,30,9.700000000000001,9,111,76.12,786
2005,1,3,22,30,7.9,0,37,85.22,615
2005,1,3,23,30,6.2,0,6,91.89,163
2005,1,4,0,30,5,0,0,93.83,0
2005,1,4,1,30,4.1000000000000005,0,0,94.35000000000001,0
2005,1,4,2,30,3.3000000000000003,0,0,94.3,0
2005,1,4,3,30,2.7,0,0,93.68,0
2005,1,4,4,30,2.3000000000000003,0,0,93.01,0
2005,1,4,5,30,2,0,0,92.57000000000001,0
2005,1,4,6,30,1.7000000000000002,0,0,92.62,0
2005,1,4,7,30,1.4000000000000001,0,0,92.85000000000001,0
2005,1,4,8,30,1,0,0,93.69,0
2005,1,4,9,30,0.8,0,0,93.29,0
2005,1,4,10,30,0.9,0,0,91.25,0
2005,1,4,11,30,1,0,0,90.55,0
2005,1,4,12,30,0.9,0,0,91.8,0
2005,1,4,13,30,1,0,0,91.95,0
2005,1,4,14,30,1.3,0,9,91.28,221
2005,1,4,15,30,2,0,10,88.84,470
2005,1,4,16,30,3,0,64,85.88,628
2005,1,4,17,30,4.1000000000000005,0,108,83.56,665
2005,1,4,18,30,5,0,72,81.64,660
2005,1,4,19,30,6,0,21,80.29,664
2005,1,4,20,30,6.7,2,99,80.91,644
2005,1,4,21,30,6.9,0,18,83.29,569
2005,1,4,22,30,6.2,0,13,89.9,385
2005,1,4,23,30,5.2,0,4,97.63,34
2005,1,5,0,30,4.3,0,0,98.61,0
2005,1,5,1,30,2.9000000000000004,0,0,100,0
2005,1,5,2,30,1.1,0,0,100,0
2005,1,5,3,30,-0.4,0,0,95.94,0
2005,1,5,4,30,-1.9000000000000001,0,0,93.74,0
2005,1,5,5,30,-3.1,0,0,91.39,0
2005,1,5,6,30,-4.2,0,0,89.31,0
2005,1,5,7,30,-5.2,0,0,86.76,0
2005,1,5,8,30,-6.1000000000000005,0,0,85.96000000000001,0
2005,1,5,9,30,-6.9,0,0,85.81,0
2005,1,5,10,30,-7.7,0,0,85.65,0
2005,1,5,11,30,-8.3,0,0,84.01,0
2005,1,5,12,30,-8.700000000000001,0,0,82.36,0
2005,1,5,13,30,-8.8,0,0,80.17,0
2005,1,5,14,30,-8.5,5,47,77.12,353
2005,1,5,15,30,-7.9,9,138,73.93,655
2005,1,5,16,30,-7,802,81,70.57000000000001,802
2005,1,5,17,30,-6,2,193,69.15,884
2005,1,5,18,30,-5.2,10,247,69.45,922
2005,1,5,19,30,-4.7,2,206,70.23,931
2005,1,5,20,30,-4.6000000000000005,26,239,71.47,905
2005,1,5,21,30,-5,1,119,73.42,846
2005,1,5,22,30,-6.6000000000000005,1,68,79.61,681
2005,1,5,23,30,-9.3,0,8,87.53,239
2005,1,6,0,30,-11.600000000000001,0,0,86.22,0
2005,1,6,1,30,-13.100000000000001,0,0,85.88,0
2005,1,6,2,30,-14.100000000000001,0,0,84.58,0
2005,1,6,3,30,-14.600000000000001,0,0,81.31,0
2005,1,6,4,30,-14.8,0,0,77.78,0
2005,1,6,5,30,-14.9,0,0,74.93,0
2005,1,6,6,30,-15,0,0,73.26,0
2005,1,6,7,30,-15,0,0,71.67,0
2005,1,6,8,30,-15,0,0,70.75,0
2005,1,6,9,30,-14.9,0,0,70.06,0
2005,1,6,10,30,-14.700000000000001,0,0,69.57000000000001,0
2005,1,6,11,30,-14.4,0,0,69.26,0
2005,1,6,12,30,-13.8,0,0,67.89,0
2005,1,6,13,30,-12.8,0,0,64.82000000000001,0
2005,1,6,14,30,-10.9,551,31,58.24,551
2005,1,6,15,30,-8.4,809,55,57.410000000000004,809
2005,1,6,16,30,-6.300000000000001,179,280,58.72,914
2005,1,6,17,30,-4.6000000000000005,2,278,61.15,963
2005,1,6,18,30,-3,10,349,63.870000000000005,971
2005,1,6,19,30,-1.6,3,312,66.72,963
2005,1,6,20,30,-0.7000000000000001,2,250,70.21000000000001,923
2005,1,6,21,30,-0.8,2,182,76.43,844
2005,1,6,22,30,-2.3000000000000003,0,63,86.44,680
2005,1,6,23,30,-4,0,14,89.4,244
2005,1,7,0,30,-4.5,0,0,88.76,0
2005,1,7,1,30,-4.7,0,0,90.33,0
2005,1,7,2,30,-4.9,0,0,91.57000000000001,0
2005,1,7,3,30,-5,0,0,92.3,0
2005,1,7,4,30,-5.1000000000000005,0,0,92.48,0
2005,1,7,5,30,-5,0,0,91.92,0
2005,1,7,6,30,-5,0,0,92.69,0
2005,1,7,7,30,-5.2,0,0,94.17,0
2005,1,7,8,30,-5.300000000000001,0,0,93.98,0
2005,1,7,9,30,-5,0,0,92.33,0
2005,1,7,10,30,-4.6000000000000005,0,0,92.43,0
2005,1,7,11,30,-4.3,0,0,93.85000000000001,0
2005,1,7,12,30,-4.3,0,0,96.08,0
2005,1,7,13,30,-4.3,0,0,94.87,0
2005,1,7,14,30,-2.9000000000000004,14,53,86.54,546
2005,1,7,15,30,-0.5,809,48,81.3,809
2005,1,7,16,30,1.5,925,57,76.66,925
2005,1,7,17,30,2.6,971,63,70.07000000000001,971
2005,1,7,18,30,2.9000000000000004,112,330,67.44,975
2005,1,7,19,30,2.9000000000000004,0,135,67.75,968
2005,1,7,20,30,2.7,39,261,68.9,936
2005,1,7,21,30,2,877,58,72.4,877
2005,1,7,22,30,-0.9,732,43,90.48,732
2005,1,7,23,30,-4.2,312,15,97.96000000000001,312
2005,1,8,0,30,-5.5,0,0,96.21000000000001,0
2005,1,8,1,30,-5.800000000000001,0,0,94.44,0
2005,1,8,2,30,-5.9,0,0,92.24,0
2005,1,8,3,30,-5.7,0,0,88.55,0
2005,1,8,4,30,-5.5,0,0,84.52,0
2005,1,8,5,30,-5.1000000000000005,0,0,80.27,0
2005,1,8,6,30,-4.5,0,0,79.55,0
2005,1,8,7,30,-4.1000000000000005,0,0,81.94,0
2005,1,8,8,30,-4.4,0,0,86.44,0
2005,1,8,9,30,-5.4,0,0,90.22,0
2005,1,8,10,30,-6.1000000000000005,0,0,90.24,0
2005,1,8,11,30,-6.2,0,0,89.79,0
2005,1,8,12,30,-6,0,0,90.07000000000001,0
2005,1,8,13,30,-5,0,0,86.13,0
2005,1,8,14,30,-2.9000000000000004,506,30,81.75,506
2005,1,8,15,30,-0.4,10,138,79.02,767
2005,1,8,16,30,1.8,327,180,75.32000000000001,876
2005,1,8,17,30,3.4000000000000004,415,205,70,923
2005,1,8,18,30,5,517,183,65.06,938
2005,1,8,19,30,6.4,523,177,62.29,945
2005,1,8,20,30,6.9,281,216,64.67,908
2005,1,8,21,30,6.1000000000000005,840,55,73.73,840
2005,1,8,22,30,4.6000000000000005,691,42,83.66,691
2005,1,8,23,30,3.5,2,16,88.92,276
2005,1,9,0,30,3.2,0,0,91.79,0
2005,1,9,1,30,3,0,0,96.45,0
2005,1,9,2,30,3,0,0,100,0
2005,1,9,3,30,3,0,0,100,0
2005,1,9,4,30,3.1,0,0,100,0
2005,1,9,5,30,2.9000000000000004,0,0,100,0
2005,1,9,6,30,2.6,0,0,100,0
2005,1,9,7,30,2.3000000000000003,0,0,100,0
2005,1,9,8,30,2.3000000000000003,0,0,97.31,0
2005,1,9,9,30,2.5,0,0,93.18,0
2005,1,9,10,30,3,0,0,88.82000000000001,0
2005,1,9,11,30,3.5,0,0,85.78,0
2005,1,9,12,30,4,0,0,83.41,0
2005,1,9,13,30,4.6000000000000005,0,0,80.43,0
2005,1,9,14,30,5.9,1,26,75.48,510
2005,1,9,15,30,7.800000000000001,15,101,70.11,769
2005,1,9,16,30,10.200000000000001,69,205,64.26,876
2005,1,9,17,30,12.600000000000001,30,218,60,926
2005,1,9,18,30,14.600000000000001,81,265,58.27,948
2005,1,9,19,30,15.8,228,275,59.5,945
2005,1,9,20,30,16,344,214,64.57000000000001,915
2005,1,9,21,30,14.600000000000001,476,129,79.05,853
2005,1,9,22,30,11.600000000000001,721,37,93.61,721
2005,1,9,23,30,9,1,17,95.37,332
2005,1,10,0,30,8.200000000000001,0,0,96.55,0
2005,1,10,1,30,7.9,0,0,95.2,0
2005,1,10,2,30,7.800000000000001,0,0,92.96000000000001,0
2005,1,10,3,30,7.6000000000000005,0,0,91.55,0
2005,1,10,4,30,7.4,0,0,89.8,0
2005,1,10,5,30,7.1000000000000005,0,0,87.98,0
2005,1,10,6,30,6.800000000000001,0,0,85.45,0
2005,1,10,7,30,6.7,0,0,83.4,0
2005,1,10,8,30,6.6000000000000005,0,0,83.13,0
2005,1,10,9,30,6.5,0,0,84.60000000000001,0
2005,1,10,10,30,6.2,0,0,87.19,0
2005,1,10,11,30,5.9,0,0,89.28,0
2005,1,10,12,30,5.800000000000001,0,0,90.02,0
2005,1,10,13,30,6.2,0,0,87.42,0
2005,1,10,14,30,7.4,0,13,82.41,468
2005,1,10,15,30,8.8,7,96,79,723
2005,1,10,16,30,9.8,14,149,76.83,829
2005,1,10,17,30,10.700000000000001,28,220,76.45,879
2005,1,10,18,30,11.5,31,236,76.92,897
2005,1,10,19,30,12,70,261,78.73,894
2005,1,10,20,30,12.100000000000001,25,194,80.65,859
2005,1,10,21,30,11.600000000000001,4,103,83.8,780
2005,1,10,22,30,10.600000000000001,303,99,88.94,640
2005,1,10,23,30,9.4,1,17,95.89,275
2005,1,11,0,30,8.700000000000001,0,0,99.79,0
2005,1,11,1,30,8.3,0,0,99.62,0
2005,1,11,2,30,8,0,0,98.96000000000001,0
2005,1,11,3,30,7.800000000000001,0,0,98.79,0
2005,1,11,4,30,7.6000000000000005,0,0,99.04,0
2005,1,11,5,30,7.1000000000000005,0,0,99.79,0
2005,1,11,6,30,6.300000000000001,0,0,100,0
2005,1,11,7,30,5.300000000000001,0,0,100,0
2005,1,11,8,30,4.1000000000000005,0,0,100,0
2005,1,11,9,30,2.5,0,0,100,0
2005,1,11,10,30,0.9,0,0,100,0
2005,1,11,11,30,-0.30000000000000004,0,0,99.5,0
2005,1,11,12,30,-1.1,0,0,95.83,0
2005,1,11,13,30,-1.4000000000000001,0,0,91.99,0
2005,1,11,14,30,-0.8,0,19,86.01,467
2005,1,11,15,30,0.7000000000000001,0,35,79.85000000000001,738
2005,1,11,16,30,2.8000000000000003,0,74,74.09,849
2005,1,11,17,30,5,32,213,70.18,906
2005,1,11,18,30,7,0,111,67.46000000000001,928
2005,1,11,19,30,8.5,118,242,66.62,919
2005,1,11,20,30,9.200000000000001,54,224,68.46000000000001,890
2005,1,11,21,30,8.6,11,140,75.60000000000001,810
2005,1,11,22,30,7.300000000000001,32,107,85.51,662
2005,1,11,23,30,6,0,10,93.07000000000001,271
2005,1,12,0,30,5,0,0,98.89,0
2005,1,12,1,30,4.5,0,0,100,0
2005,1,12,2,30,4.5,0,0,100,0
2005,1,12,3,30,5.2,0,0,100,0
2005,1,12,4,30,6.1000000000000005,0,0,99.62,0
2005,1,12,5,30,6.4,0,0,98.44,0
2005,1,12,6,30,6.6000000000000005,0,0,95.57000000000001,0
2005,1,12,7,30,6.800000000000001,0,0,92.76,0
2005,1,12,8,30,7.1000000000000005,0,0,90.83,0
2005,1,12,9,30,7.7,0,0,88.37,0
2005,1,12,10,30,8.3,0,0,87.41,0
2005,1,12,11,30,8.200000000000001,0,0,90.67,0
2005,1,12,12,30,7.6000000000000005,0,0,94.13,0
2005,1,12,13,30,7.4,0,0,93.84,0
2005,1,12,14,30,8.3,1,27,86.96000000000001,475
2005,1,12,15,30,10,122,135,76.73,755
2005,1,12,16,30,11.9,190,207,63.38,884
2005,1,12,17,30,13.600000000000001,214,270,45.160000000000004,958
2005,1,12,18,30,14.700000000000001,290,279,31.3,998
2005,1,12,19,30,14.8,595,232,25.98,1008
2005,1,12,20,30,14.200000000000001,981,51,25.57,981
2005,1,12,21,30,12.5,908,47,28.79,908
2005,1,12,22,30,9,769,38,42.92,769
2005,1,12,23,30,5.6000000000000005,377,17,65.3,377
2005,1,13,0,30,4.4,0,0,68.53,0
2005,1,13,1,30,3.4000000000000004,0,0,73.4,0
2005,1,13,2,30,1.3,0,0,78.29,0
2005,1,13,3,30,-0.4,0,0,82.01,0
2005,1,13,4,30,-0.5,0,0,78.81,0
2005,1,13,5,30,-0.30000000000000004,0,0,77.79,0
2005,1,13,6,30,-0.5,0,0,78.66,0
2005,1,13,7,30,-0.8,0,0,78.27,0
2005,1,13,8,30,-1.1,0,0,77.03,0
2005,1,13,9,30,-1.5,0,0,76.58,0
2005,1,13,10,30,-2,0,0,76.94,0
2005,1,13,11,30,-2.7,0,0,78.25,0
2005,1,13,12,30,-3.5,0,0,80.48,0
2005,1,13,13,30,-3.2,0,0,76.75,0
2005,1,13,14,30,-1.3,591,27,66.8,591
2005,1,13,15,30,1.9000000000000001,838,44,54.52,838
2005,1,13,16,30,4.9,938,53,37.5,938
2005,1,13,17,30,6.9,985,58,30.86,985
2005,1,13,18,30,8.200000000000001,1006,58,28.76,1006
2005,1,13,19,30,8.8,1004,56,28.89,1004
2005,1,13,20,30,8.9,978,54,29.62,978
2005,1,13,21,30,8.3,921,46,31.51,921
2005,1,13,22,30,5.9,791,37,50.84,791
2005,1,13,23,30,2.7,434,16,63.2,434
2005,1,14,0,30,0.9,0,0,68,0
2005,1,14,1,30,0.1,0,0,70.34,0
2005,1,14,2,30,-0.5,0,0,72.56,0
2005,1,14,3,30,-1.3,0,0,77.32000000000001,0
2005,1,14,4,30,-2.2,0,0,83.12,0
2005,1,14,5,30,-3.1,0,0,88.60000000000001,0
2005,1,14,6,30,-3.9000000000000004,0,0,92.94,0
2005,1,14,7,30,-4.7,0,0,96.41,0
2005,1,14,8,30,-5.4,0,0,98.23,0
2005,1,14,9,30,-5.9,0,0,96.04,0
2005,1,14,10,30,-6.4,0,0,93.26,0
2005,1,14,11,30,-6.6000000000000005,0,0,89.76,0
2005,1,14,12,30,-6.800000000000001,0,0,86.5,0
2005,1,14,13,30,-6.6000000000000005,0,0,82.14,0
2005,1,14,14,30,-5.5,3,40,74.55,540
2005,1,14,15,30,-3.9000000000000004,3,112,68,791
2005,1,14,16,30,-2.4000000000000004,89,215,63.67,895
2005,1,14,17,30,-1.1,142,270,60.93,943
2005,1,14,18,30,0,131,292,59.160000000000004,953
2005,1,14,19,30,1,40,258,57.660000000000004,940
2005,1,14,20,30,1.5,207,255,58.21,910
2005,1,14,21,30,1.4000000000000001,107,209,60.97,847
2005,1,14,22,30,-0.5,341,106,72.46000000000001,715
2005,1,14,23,30,-2.8000000000000003,347,19,86.71000000000001,347
2005,1,15,0,30,-3.6,0,0,87.60000000000001,0
2005,1,15,1,30,-4.1000000000000005,0,0,88.33,0
2005,1,15,2,30,-4.9,0,0,89.74,0
2005,1,15,3,30,-5.7,0,0,90.29,0
2005,1,15,4,30,-6.300000000000001,0,0,88.11,0
2005,1,15,5,30,-6.800000000000001,0,0,84.04,0
2005,1,15,6,30,-7.1000000000000005,0,0,79.85000000000001,0
2005,1,15,7,30,-7.300000000000001,0,0,77.52,0
2005,1,15,8,30,-7.300000000000001,0,0,75.76,0
2005,1,15,9,30,-7.5,0,0,75.59,0
2005,1,15,10,30,-7.6000000000000005,0,0,74.91,0
2005,1,15,11,30,-7.7,0,0,73.64,0
2005,1,15,12,30,-7.800000000000001,0,0,72.05,0
2005,1,15,13,30,-7.800000000000001,0,0,69.88,0
2005,1,15,14,30,-7.2,466,35,65.19,466
2005,1,15,15,30,-6,0,30,59.88,733
2005,1,15,16,30,-4.5,0,115,56.31,845
2005,1,15,17,30,-3,1,196,54.14,903
2005,1,15,18,30,-1.7000000000000002,2,225,53.2,902
2005,1,15,19,30,-0.8,24,278,53.92,905
2005,1,15,20,30,-0.4,8,218,55.620000000000005,885
2005,1,15,21,30,-0.8,9,170,59.25,802
2005,1,15,22,30,-2.1,1,91,65.99,663
2005,1,15,23,30,-3.5,0,22,78.14,291
2005,1,16,0,30,-4.2,0,0,82.23,0
2005,1,16,1,30,-4.7,0,0,82.66,0
2005,1,16,2,30,-5.2,0,0,81.39,0
2005,1,16,3,30,-5.6000000000000005,0,0,82.34,0
2005,1,16,4,30,-5.9,0,0,83.32000000000001,0
2005,1,16,5,30,-6.2,0,0,83.99,0
2005,1,16,6,30,-6.4,0,0,83.94,0
2005,1,16,7,30,-6.6000000000000005,0,0,83.18,0
2005,1,16,8,30,-6.800000000000001,0,0,82.83,0
2005,1,16,9,30,-7,0,0,82.44,0
2005,1,16,10,30,-7.2,0,0,81.67,0
2005,1,16,11,30,-7.4,0,0,81.2,0
2005,1,16,12,30,-7.5,0,0,80.45,0
2005,1,16,13,30,-7.5,0,0,79.3,0
2005,1,16,14,30,-6.800000000000001,0,23,75.07000000000001,470
2005,1,16,15,30,-5.6000000000000005,3,75,69.83,753
2005,1,16,16,30,-4,319,188,63.24,877
2005,1,16,17,30,-2.6,262,291,57.72,932
2005,1,16,18,30,-1.5,936,84,53.32,936
2005,1,16,19,30,-0.8,931,81,50.86,931
2005,1,16,20,30,-0.7000000000000001,905,76,50.72,905
2005,1,16,21,30,-1.2000000000000002,841,67,52.83,841
2005,1,16,22,30,-2.5,693,52,58.4,693
2005,1,16,23,30,-3.9000000000000004,313,22,72.29,313
2005,1,17,0,30,-4.5,0,0,75.13,0
2005,1,17,1,30,-4.800000000000001,0,0,70.96000000000001,0
2005,1,17,2,30,-5.1000000000000005,0,0,69.55,0
2005,1,17,3,30,-5.4,0,0,69.94,0
2005,1,17,4,30,-5.6000000000000005,0,0,70.92,0
2005,1,17,5,30,-5.800000000000001,0,0,72.09,0
2005,1,17,6,30,-6.1000000000000005,0,0,73.9,0
2005,1,17,7,30,-6.4,0,0,75.98,0
2005,1,17,8,30,-6.7,0,0,78.2,0
2005,1,17,9,30,-7,0,0,79.82000000000001,0
2005,1,17,10,30,-7.300000000000001,0,0,80.84,0
2005,1,17,11,30,-7.4,0,0,80.69,0
2005,1,17,12,30,-7.5,0,0,81.41,0
2005,1,17,13,30,-7.2,0,0,79.76,0
2005,1,17,14,30,-5.800000000000001,454,35,72.86,454
2005,1,17,15,30,-3.9000000000000004,721,60,65.16,721
2005,1,17,16,30,-1.9000000000000001,837,74,59.980000000000004,837
2005,1,17,17,30,-0.1,894,81,57.15,894
2005,1,17,18,30,1.2000000000000002,939,75,56.480000000000004,939
2005,1,17,19,30,2,936,74,56.97,936
2005,1,17,20,30,2.3000000000000003,906,71,58.34,906
2005,1,17,21,30,1.8,839,64,61.92,839
2005,1,17,22,30,-0.1,701,50,73.98,701
2005,1,17,23,30,-2.2,344,22,86.79,344
2005,1,18,0,30,-2.8000000000000003,0,0,85.01,0
2005,1,18,1,30,-3,0,0,84.9,0
2005,1,18,2,30,-3.2,0,0,84.60000000000001,0
2005,1,18,3,30,-3.3000000000000003,0,0,83.88,0
2005,1,18,4,30,-3.5,0,0,83.89,0
2005,1,18,5,30,-3.9000000000000004,0,0,85.76,0
2005,1,18,6,30,-4.4,0,0,88.49,0
2005,1,18,7,30,-4.800000000000001,0,0,90.09,0
2005,1,18,8,30,-5.1000000000000005,0,0,91.38,0
2005,1,18,9,30,-5.2,0,0,91.72,0
2005,1,18,10,30,-5.4,0,0,93.08,0
2005,1,18,11,30,-5.6000000000000005,0,0,94.55,0
2005,1,18,12,30,-5.7,0,0,95.36,0
2005,1,18,13,30,-4.9,0,0,89.73,0
2005,1,18,14,30,-2.8000000000000003,480,34,78.87,480
2005,1,18,15,30,0,738,59,69.07000000000001,738
2005,1,18,16,30,2.9000000000000004,849,73,61.75,849
2005,1,18,17,30,5.300000000000001,902,80,58.11,902
2005,1,18,18,30,7.4,937,76,55.92,937
2005,1,18,19,30,9.1,942,75,54.85,942
2005,1,18,20,30,9.8,602,156,56.29,918
2005,1,18,21,30,8.9,860,61,63.76,860
2005,1,18,22,30,6.1000000000000005,728,48,80.46000000000001,728
2005,1,18,23,30,3.5,0,27,94.15,383
2005,1,19,0,30,2.5,0,0,100,0
2005,1,19,1,30,1.7000000000000002,0,0,100,0
2005,1,19,2,30,1.4000000000000001,0,0,100,0
2005,1,19,3,30,1.4000000000000001,0,0,100,0
2005,1,19,4,30,1.3,0,0,100,0
2005,1,19,5,30,0.9,0,0,100,0
2005,1,19,6,30,0.5,0,0,100,0
2005,1,19,7,30,0.2,0,0,100,0
2005,1,19,8,30,0,0,0,100,0
2005,1,19,9,30,0,0,0,98.84,0
2005,1,19,10,30,0.1,0,0,97.31,0
2005,1,19,11,30,0.2,0,0,96.29,0
2005,1,19,12,30,0.4,0,0,94.54,0
2005,1,19,13,30,1.6,0,0,86.86,0
2005,1,19,14,30,3.8000000000000003,541,28,78.78,541
2005,1,19,15,30,6.5,778,45,71.19,778
2005,1,19,16,30,9.5,880,53,64.49,880
2005,1,19,17,30,12.3,312,263,58.45,928
2005,1,19,18,30,14.100000000000001,593,181,52.88,951
2005,1,19,19,30,14.700000000000001,389,220,51.74,949
2005,1,19,20,30,14.600000000000001,616,136,52.69,922
2005,1,19,21,30,13.3,205,211,62.99,859
2005,1,19,22,30,10.8,22,130,77.47,733
2005,1,19,23,30,8.6,10,33,73.67,422
2005,1,20,0,30,7,0,0,80.44,0
2005,1,20,1,30,5.5,0,0,89.02,0
2005,1,20,2,30,4.1000000000000005,0,0,97.66,0
2005,1,20,3,30,3.3000000000000003,0,0,100,0
2005,1,20,4,30,2.9000000000000004,0,0,100,0
2005,1,20,5,30,2.8000000000000003,0,0,100,0
2005,1,20,6,30,2.7,0,0,100,0
2005,1,20,7,30,2.7,0,0,100,0
2005,1,20,8,30,2.8000000000000003,0,0,100,0
2005,1,20,9,30,3,0,0,99.29,0
2005,1,20,10,30,3,0,0,96.77,0
2005,1,20,11,30,2.9000000000000004,0,0,95.45,0
2005,1,20,12,30,2.8000000000000003,0,0,95.28,0
2005,1,20,13,30,3.8000000000000003,0,0,89.09,0
2005,1,20,14,30,6.2,568,28,78.7,568
